,transaction_id,customer_id,timestamp,merchant_category,merchant_type,merchant,amount,currency,channel,transaction_hour,weekend_transaction
796024,TX_74eaa57e,CUST_91730,2024-10-03 08:31:18.563863+00:00,Retail,physical,Nike Store,214612.1,NGN,mobile,8,False
796213,TX_08391783,CUST_91730,2024-10-03 08:32:08.401486+00:00,Travel,hotels,Westin,2561.84,SGD,web,8,False
799284,TX_97890f30,CUST_91730,2024-10-03 08:46:35.749536+00:00,Restaurant,casual,TGI Fridays,543.22,SGD,web,8,False
801911,TX_4d404323,CUST_91730,2024-10-03 08:58:56.406310+00:00,Education,online,Udemy,230.2,RUB,mobile,8,False
802460,TX_fdcad91e,CUST_91730,2024-10-03 09:01:55.584645+00:00,Gas,major,Exxon,52620.39,JPY,web,9,False
803305,TX_4b6d0872,CUST_91730,2024-10-03 09:06:27.266259+00:00,Healthcare,pharmacy,Walgreens,661.43,SGD,web,9,False
806116,TX_dcb0cb43,CUST_91730,2024-10-03 09:21:09.438509+00:00,Gas,major,Mobil,196103.51,NGN,web,9,False
808924,TX_5a21ec10,CUST_91730,2024-10-03 09:35:58.711775+00:00,Healthcare,medical,Local Hospital,36468.63,RUB,web,9,False
812648,TX_0ed73b57,CUST_91730,2024-10-03 09:55:12.806305+00:00,Grocery,physical,Food Lion,23206.48,RUB,web,9,False
816723,TX_cd8b75ff,CUST_91730,2024-10-03 10:20:11.626722+00:00,Travel,hotels,Hyatt,709.97,GBP,web,10,False
817297,TX_5bbb0d01,CUST_91730,2024-10-03 10:23:42.256248+00:00,Restaurant,premium,Morton's,623.81,SGD,web,10,False
818175,TX_d7bdc5d3,CUST_91730,2024-10-03 10:28:56.614905+00:00,Travel,transport,Careem,18634.16,RUB,web,10,False
819285,TX_6d786fda,CUST_91730,2024-10-03 10:35:56.448781+00:00,Grocery,online,Instacart,27672.85,RUB,web,10,False
824129,TX_7399d345,CUST_91730,2024-10-03 11:05:14.545829+00:00,Restaurant,fast_food,Subway,8727.67,RUB,web,11,False
825534,TX_a8ad64a5,CUST_91730,2024-10-03 11:12:28.372860+00:00,Education,online,Skillshare,29221.46,RUB,web,11,False
828014,TX_db6d8a43,CUST_91730,2024-10-03 11:25:54.327820+00:00,Education,online,Udemy,647.92,SGD,web,11,False
828652,TX_2528be99,CUST_91730,2024-10-03 11:29:07.393102+00:00,Entertainment,streaming,Spotify,801.39,SGD,web,11,False
833827,TX_d3e28608,CUST_91730,2024-10-03 11:56:21.492872+00:00,Healthcare,medical,Local Hospital,1429.91,SGD,web,11,False
833975,TX_ed173aa6,CUST_91730,2024-10-03 11:57:02.479340+00:00,Retail,online,eBay,70383.41,RUB,web,11,False
834213,TX_6852ffe1,CUST_91730,2024-10-03 11:58:24.407097+00:00,Healthcare,pharmacy,Rite Aid,1280.74,SGD,web,11,False
837846,TX_4054103c,CUST_91730,2024-10-03 12:15:20.947271+00:00,Healthcare,pharmacy,Rite Aid,34458.79,RUB,web,12,False
838071,TX_2b2a85c3,CUST_91730,2024-10-03 12:16:16.643389+00:00,Travel,transport,Careem,17941.35,RUB,web,12,False
840331,TX_aa1801af,CUST_91730,2024-10-03 12:26:35.421915+00:00,Healthcare,medical,Lab Corp,2636.38,SGD,web,12,False
842753,TX_3d4d21bf,CUST_91730,2024-10-03 12:37:59.860530+00:00,Entertainment,gaming,Epic Games,21001.0,RUB,web,12,False
843557,TX_542a6b9c,CUST_91730,2024-10-03 12:41:45.519731+00:00,Grocery,online,Amazon Fresh,31983.94,MXN,pos,12,False
844569,TX_c2c69ea5,CUST_91730,2024-10-03 12:46:30.645942+00:00,Healthcare,pharmacy,Rite Aid,4477.12,BRL,pos,12,False
846423,TX_1dad5e01,CUST_91730,2024-10-03 12:54:57.846982+00:00,Retail,online,Amazon,37368.06,RUB,web,12,False
848426,TX_939c5422,CUST_91730,2024-10-03 13:04:38.937759+00:00,Retail,online,Shopify Store,62022.13,RUB,web,13,False
848770,TX_4a0ed395,CUST_91730,2024-10-03 13:06:21.682694+00:00,Education,online,MasterClass,30831.26,RUB,web,13,False
849486,TX_faf9cf06,CUST_91730,2024-10-03 13:10:15.739775+00:00,Education,supplies,Barnes & Noble,32961.09,RUB,web,13,False
854873,TX_4952a872,CUST_91730,2024-10-03 13:38:28.302951+00:00,Entertainment,streaming,Disney+,25840.29,RUB,web,13,False
855674,TX_f621e798,CUST_91730,2024-10-03 13:42:51.501360+00:00,Entertainment,streaming,Apple Music,494.15,SGD,web,13,False
857388,TX_bd3f9e6b,CUST_91730,2024-10-03 13:51:50.484165+00:00,Restaurant,casual,Red Lobster,2123.7,SGD,web,13,False
859280,TX_497ab96d,CUST_91730,2024-10-03 14:01:40.019978+00:00,Entertainment,streaming,Apple Music,139.86,SGD,web,14,False
862124,TX_7e60827f,CUST_91730,2024-10-03 14:19:03.613541+00:00,Grocery,online,Instacart,1766.7,SGD,web,14,False
864316,TX_5367e477,CUST_91730,2024-10-03 14:32:23.586216+00:00,Travel,airlines,American Airlines,759.16,SGD,web,14,False
866042,TX_e931302b,CUST_91730,2024-10-03 14:43:03.708707+00:00,Restaurant,fast_food,Subway,363.71,SGD,web,14,False
866920,TX_838d2135,CUST_91730,2024-10-03 14:48:41.312203+00:00,Travel,transport,Careem,18273.01,RUB,web,14,False
869222,TX_eb2ed345,CUST_91730,2024-10-03 15:02:53.424953+00:00,Grocery,online,FreshDirect,244235.27,NGN,pos,15,False
870204,TX_0df8f682,CUST_91730,2024-10-03 15:09:10.501911+00:00,Education,supplies,Barnes & Noble,34423.89,RUB,web,15,False
870428,TX_331f6455,CUST_91730,2024-10-03 15:10:34.547569+00:00,Healthcare,medical,Medical Center,2393.41,SGD,web,15,False
872316,TX_b256f475,CUST_91730,2024-10-03 15:21:52.392699+00:00,Retail,online,Newegg,309659.78,RUB,web,15,False
877193,TX_d0d5b511,CUST_91730,2024-10-03 15:51:50.478708+00:00,Gas,local,Local Gas Station,651.69,SGD,web,15,False
878995,TX_8a4db195,CUST_91730,2024-10-03 16:02:26.554656+00:00,Entertainment,events,Regal Cinemas,1010.19,SGD,web,16,False
879648,TX_d1231f8e,CUST_91730,2024-10-03 16:06:12.415227+00:00,Retail,online,Newegg,2300.45,SGD,web,16,False
881751,TX_673a5790,CUST_91730,2024-10-03 16:17:30.302497+00:00,Healthcare,pharmacy,DuaneReade,37136.69,RUB,web,16,False
881931,TX_dfb9cfd0,CUST_91730,2024-10-03 16:18:32.573889+00:00,Healthcare,pharmacy,CVS Pharmacy,7973.01,BRL,pos,16,False
882833,TX_bf084d9a,CUST_91730,2024-10-03 16:23:34.391417+00:00,Retail,online,eBay,1344.05,SGD,web,16,False
882955,TX_f3c131a3,CUST_91730,2024-10-03 16:24:08.414573+00:00,Grocery,online,Instacart,1595.5,SGD,web,16,False
887034,TX_c5b23c94,CUST_91730,2024-10-03 16:45:32.410740+00:00,Education,supplies,Barnes & Noble,532.42,GBP,pos,16,False
891204,TX_30796c53,CUST_91730,2024-10-03 17:07:00.058743+00:00,Education,online,MasterClass,667.77,SGD,web,17,False
891251,TX_cf5463c4,CUST_91730,2024-10-03 17:07:16.802496+00:00,Retail,online,Wayfair,63757.27,RUB,web,17,False
891541,TX_c6552b77,CUST_91730,2024-10-03 17:08:35.543582+00:00,Restaurant,casual,TGI Fridays,16593.97,RUB,web,17,False
894595,TX_ea7b7140,CUST_91730,2024-10-03 17:22:28.393510+00:00,Grocery,physical,Trader Joe's,2483.81,SGD,web,17,False
902658,TX_ed3cb378,CUST_91730,2024-10-03 17:59:00.658129+00:00,Entertainment,gaming,Steam,600.75,SGD,web,17,False
903340,TX_8aac17f0,CUST_91730,2024-10-03 18:01:58.501117+00:00,Entertainment,events,StubHub,1964.73,SGD,web,18,False
905837,TX_47becf11,CUST_91730,2024-10-03 18:11:44.347689+00:00,Education,supplies,University Bookstore,30635.13,RUB,web,18,False
907007,TX_0df6b075,CUST_91730,2024-10-03 18:16:37.333753+00:00,Retail,physical,Costco,31160.62,RUB,web,18,False
915091,TX_9ba287dd,CUST_91730,2024-10-03 18:49:45.510071+00:00,Entertainment,events,StubHub,28669.92,RUB,web,18,False
918285,TX_e11dc7af,CUST_91730,2024-10-03 19:03:03.900506+00:00,Retail,physical,IKEA,33710.22,RUB,web,19,False
918678,TX_ddacd924,CUST_91730,2024-10-03 19:05:00.585384+00:00,Healthcare,medical,Medical Center,34976.25,RUB,web,19,False
919037,TX_94f28a1f,CUST_91730,2024-10-03 19:06:39.087385+00:00,Restaurant,casual,Applebee's,350.88,SGD,web,19,False
919170,TX_e4845e45,CUST_91730,2024-10-03 19:07:13.534509+00:00,Entertainment,events,AMC Theaters,624.76,SGD,web,19,False
919257,TX_dbc915df,CUST_91730,2024-10-03 19:07:42.455079+00:00,Healthcare,pharmacy,Walgreens,768284.79,NGN,web,19,False
923054,TX_c6a77463,CUST_91730,2024-10-03 19:25:18.135523+00:00,Healthcare,pharmacy,CVS Pharmacy,642.78,SGD,web,19,False
925970,TX_d25f6d0b,CUST_91730,2024-10-03 19:38:34.132812+00:00,Education,online,edX,629.16,SGD,web,19,False
926294,TX_bfeb2dd5,CUST_91730,2024-10-03 19:40:04.391328+00:00,Grocery,physical,Aldi,1756.87,SGD,web,19,False
928095,TX_eedfdb6e,CUST_91730,2024-10-03 19:48:10.370306+00:00,Gas,major,Chevron,785.75,GBP,mobile,19,False
928664,TX_8127d114,CUST_91730,2024-10-03 19:50:42.245155+00:00,Restaurant,casual,Red Lobster,21617.56,RUB,web,19,False
928723,TX_27a64091,CUST_91730,2024-10-03 19:50:55.922202+00:00,Healthcare,medical,Local Hospital,35097.03,RUB,web,19,False
930129,TX_56ddb52c,CUST_91730,2024-10-03 19:57:14.434485+00:00,Entertainment,streaming,Spotify,2707.62,SGD,web,19,False
933949,TX_672bb430,CUST_91730,2024-10-03 20:20:07.499533+00:00,Grocery,physical,Aldi,7224.69,BRL,pos,20,False
938652,TX_95cd45ed,CUST_91730,2024-10-03 20:49:16.401984+00:00,Healthcare,medical,Lab Corp,1251.71,SGD,web,20,False
940654,TX_413e2753,CUST_91730,2024-10-03 21:02:49.770445+00:00,Grocery,online,Amazon Fresh,322541.14,NGN,pos,21,False
942553,TX_b9d02610,CUST_91730,2024-10-03 21:20:37.475101+00:00,Education,supplies,Barnes & Noble,1623.37,SGD,web,21,False
949031,TX_60e74c4e,CUST_91730,2024-10-03 22:12:14.592419+00:00,Entertainment,events,AMC Theaters,1561.27,SGD,web,22,False
953917,TX_3455cc1b,CUST_91730,2024-10-03 22:39:11.478907+00:00,Education,supplies,University Bookstore,1532.87,SGD,web,22,False
954346,TX_cc74afe8,CUST_91730,2024-10-03 22:41:25.057335+00:00,Gas,major,Shell,643.97,SGD,web,22,False
955715,TX_742e53e2,CUST_91730,2024-10-03 22:49:07.691926+00:00,Healthcare,medical,Lab Corp,649.18,SGD,web,22,False
957397,TX_4c717a07,CUST_91730,2024-10-03 22:58:35.826748+00:00,Restaurant,premium,Ruth's Chris,30759.31,RUB,web,22,False
960250,TX_52feda05,CUST_91730,2024-10-03 23:17:30.162587+00:00,Gas,local,Highway Gas Stop,6569.38,BRL,pos,23,False
961384,TX_9c758943,CUST_91730,2024-10-03 23:24:54.228450+00:00,Education,supplies,Chegg,28327.71,RUB,web,23,False
961990,TX_90eba3c7,CUST_91730,2024-10-03 23:29:08.736783+00:00,Grocery,physical,Food Lion,24090.23,RUB,web,23,False
962938,TX_b549aae7,CUST_91730,2024-10-03 23:35:32.543869+00:00,Healthcare,pharmacy,Rite Aid,2251.85,SGD,web,23,False
962988,TX_07813a38,CUST_91730,2024-10-03 23:35:51.354165+00:00,Restaurant,premium,Ruth's Chris,34139.02,RUB,web,23,False
964968,TX_899c8023,CUST_91730,2024-10-03 23:48:37.580125+00:00,Restaurant,casual,TGI Fridays,2664.0,SGD,web,23,False
965759,TX_1638bf2e,CUST_91730,2024-10-03 23:54:07.307672+00:00,Healthcare,pharmacy,Rite Aid,32983.47,RUB,web,23,False
966389,TX_b1a2787c,CUST_91730,2024-10-03 23:58:10.326245+00:00,Travel,airlines,Emirates,1247.47,USD,web,23,False
970202,TX_a7de46ce,CUST_91730,2024-10-04 00:43:06.392494+00:00,Healthcare,medical,Medical Center,561.23,EUR,web,0,False
970709,TX_53a66f15,CUST_91730,2024-10-04 00:49:10.323622+00:00,Retail,physical,Target,102.51,RUB,mobile,0,False
971649,TX_b8cf870a,CUST_91730,2024-10-04 01:00:08.414876+00:00,Gas,major,Mobil,1184.13,GBP,mobile,1,False
972379,TX_73b8a25d,CUST_91730,2024-10-04 01:04:45.442151+00:00,Healthcare,medical,Local Hospital,383165.38,NGN,web,1,False
974621,TX_55dd1cc4,CUST_91730,2024-10-04 01:19:13.316476+00:00,Healthcare,medical,Medical Center,744379.89,NGN,web,1,False
974684,TX_4ce5cef1,CUST_91730,2024-10-04 01:19:39.411031+00:00,Entertainment,gaming,PlayStation Store,2391.38,SGD,web,1,False
976037,TX_31b30569,CUST_91730,2024-10-04 01:28:31.512783+00:00,Restaurant,casual,Olive Garden,1157.95,BRL,web,1,False
977181,TX_a59aaee7,CUST_91730,2024-10-04 01:36:22.392617+00:00,Restaurant,fast_food,McDonald's,316.61,RUB,pos,1,False
979135,TX_17c7d011,CUST_91730,2024-10-04 01:49:16.453100+00:00,Entertainment,events,LiveNation,1204.72,SGD,web,1,False
980608,TX_535026cb,CUST_91730,2024-10-04 01:58:59.559701+00:00,Grocery,online,Amazon Fresh,18604.17,MXN,pos,1,False
980977,TX_a2556dd1,CUST_91730,2024-10-04 02:01:25.353474+00:00,Grocery,physical,Publix,503.82,SGD,web,2,False
983519,TX_9d71997e,CUST_91730,2024-10-04 02:18:30.396708+00:00,Grocery,physical,Publix,808.24,SGD,web,2,False
984135,TX_b1f99edf,CUST_91730,2024-10-04 02:22:39.859847+00:00,Restaurant,casual,Olive Garden,66143.95,NGN,pos,2,False
987123,TX_00b859ee,CUST_91730,2024-10-04 02:42:31.401702+00:00,Education,online,MasterClass,1984.44,SGD,web,2,False
988653,TX_05d1714e,CUST_91730,2024-10-04 02:53:04.228860+00:00,Education,supplies,Barnes & Noble,739332.36,NGN,pos,2,False
988738,TX_e718ea8f,CUST_91730,2024-10-04 02:53:38.546023+00:00,Healthcare,medical,Medical Center,1243.88,SGD,web,2,False
991059,TX_1c92bab7,CUST_91730,2024-10-04 03:08:50.375913+00:00,Entertainment,events,LiveNation,37255.78,RUB,web,3,False
991063,TX_cc044ebc,CUST_91730,2024-10-04 03:08:51.577322+00:00,Entertainment,streaming,Disney+,2297.43,SGD,web,3,False
997419,TX_59554f15,CUST_91730,2024-10-04 03:50:23.213997+00:00,Travel,hotels,Hyatt,1.17,CAD,mobile,3,False
997732,TX_097be751,CUST_91730,2024-10-04 03:52:21.181702+00:00,Retail,physical,Target,340.41,GBP,web,3,False
998494,TX_715baf65,CUST_91730,2024-10-04 03:57:13.670872+00:00,Restaurant,casual,Red Lobster,1209.28,BRL,web,3,False
999198,TX_c4a2e74c,CUST_91730,2024-10-04 04:01:52.387657+00:00,Restaurant,premium,Nobu,33280.29,RUB,web,4,False
999465,TX_b59cad54,CUST_91730,2024-10-04 04:03:31.597503+00:00,Restaurant,casual,Olive Garden,12421.3,RUB,web,4,False
1003852,TX_9b4bdbbd,CUST_91730,2024-10-04 04:32:46.691003+00:00,Retail,online,AliExpress,331162.69,RUB,pos,4,False
1005640,TX_da22421f,CUST_91730,2024-10-04 04:44:51.549540+00:00,Healthcare,medical,Urgent Care,45.43,MXN,pos,4,False
1005669,TX_d595a970,CUST_91730,2024-10-04 04:45:02.422279+00:00,Restaurant,casual,Applebee's,33361.91,JPY,web,4,False
1009111,TX_63ad942c,CUST_91730,2024-10-04 05:10:17.460529+00:00,Entertainment,events,LiveNation,726.09,SGD,web,5,False
1009141,TX_a03a4fe4,CUST_91730,2024-10-04 05:10:33.279383+00:00,Restaurant,premium,Ruth's Chris,634.17,SGD,web,5,False
1010129,TX_8ea4b2bd,CUST_91730,2024-10-04 05:19:01.601743+00:00,Restaurant,fast_food,KFC,8645.67,RUB,web,5,False
1010495,TX_9e0b24f2,CUST_91730,2024-10-04 05:22:38.270607+00:00,Grocery,online,Instacart,28437.53,RUB,web,5,False
1011076,TX_1982ab6e,CUST_91730,2024-10-04 05:27:52.320518+00:00,Healthcare,medical,Medical Center,33720.36,RUB,web,5,False
1011367,TX_a0e56790,CUST_91730,2024-10-04 05:30:28.484951+00:00,Grocery,physical,Kroger,36460.7,JPY,web,5,False
1011742,TX_4b16c792,CUST_91730,2024-10-04 05:34:07.478115+00:00,Travel,hotels,Hilton,2561.79,SGD,web,5,False
1012878,TX_a3880723,CUST_91730,2024-10-04 05:43:53.659522+00:00,Retail,physical,Home Depot,36069.92,RUB,web,5,False
1013312,TX_66b23b6b,CUST_91730,2024-10-04 05:47:44.469297+00:00,Retail,physical,Macy's,51148.2,RUB,pos,5,False
1017202,TX_87c79124,CUST_91730,2024-10-04 06:23:29.390143+00:00,Healthcare,pharmacy,Walgreens,194056.36,NGN,web,6,False
1020961,TX_66684556,CUST_91730,2024-10-04 06:58:48.454789+00:00,Education,supplies,Barnes & Noble,114686.43,RUB,web,6,False
1023405,TX_3b9d8da6,CUST_91730,2024-10-04 07:14:35.587908+00:00,Education,online,edX,2049.25,SGD,web,7,False
1024217,TX_fbd080ee,CUST_91730,2024-10-04 07:19:50.549943+00:00,Grocery,online,FreshDirect,925.67,SGD,web,7,False
1026337,TX_19f77c4d,CUST_91730,2024-10-04 07:32:47.530924+00:00,Grocery,physical,Safeway,24034.47,RUB,web,7,False
1028976,TX_93b69f85,CUST_91730,2024-10-04 07:49:30.251577+00:00,Education,online,Skillshare,29417.86,RUB,web,7,False
1030459,TX_060a2307,CUST_91730,2024-10-04 07:58:39.103946+00:00,Retail,physical,Nike Store,639.24,SGD,web,7,False
1031121,TX_7e5e167a,CUST_91730,2024-10-04 08:02:11.479674+00:00,Healthcare,pharmacy,DuaneReade,1293.24,SGD,web,8,False
1034791,TX_1f480fc9,CUST_91730,2024-10-04 08:19:05.444452+00:00,Education,online,Coursera,1808.94,SGD,web,8,False
1036300,TX_634da9ef,CUST_91730,2024-10-04 08:26:01.571600+00:00,Retail,physical,Best Buy,36542.79,RUB,web,8,False
1037713,TX_b1ffe54f,CUST_91730,2024-10-04 08:32:40.274786+00:00,Gas,major,Shell,5892.68,BRL,mobile,8,False
1039549,TX_a5b147fc,CUST_91730,2024-10-04 08:40:57.682045+00:00,Restaurant,premium,Nobu,36084.18,RUB,web,8,False
1039573,TX_cea9aeea,CUST_91730,2024-10-04 08:41:03.391512+00:00,Restaurant,casual,Olive Garden,198.2,AUD,web,8,False
1040736,TX_635256e8,CUST_91730,2024-10-04 08:46:34.804348+00:00,Entertainment,gaming,Nintendo eShop,16753.84,RUB,web,8,False
1043672,TX_56661b97,CUST_91730,2024-10-04 09:00:42.286826+00:00,Entertainment,streaming,Disney+,399.5,SGD,web,9,False
1044056,TX_e444806d,CUST_91730,2024-10-04 09:02:53.403320+00:00,Healthcare,pharmacy,Walgreens,771.54,SGD,web,9,False
1045542,TX_1fc04595,CUST_91730,2024-10-04 09:10:55.424751+00:00,Travel,booking,Booking.com,119358.74,RUB,web,9,False
1047176,TX_93562f21,CUST_91730,2024-10-04 09:19:22.493968+00:00,Retail,online,AliExpress,2496.12,SGD,web,9,False
1047553,TX_48e7acca,CUST_91730,2024-10-04 09:21:27.242442+00:00,Restaurant,fast_food,KFC,18744.58,RUB,web,9,False
1048981,TX_524195b3,CUST_91730,2024-10-04 09:28:49.435671+00:00,Education,online,Udemy,34011.95,RUB,web,9,False
1052308,TX_28c3034f,CUST_91730,2024-10-04 09:45:59.066199+00:00,Travel,hotels,Holiday Inn,21110.17,BRL,pos,9,False
1052335,TX_1d307bdc,CUST_91730,2024-10-04 09:46:06.164840+00:00,Entertainment,gaming,Nintendo eShop,494.99,SGD,web,9,False
1052385,TX_941155e9,CUST_91730,2024-10-04 09:46:20.069728+00:00,Gas,major,Texaco,404.26,EUR,web,9,False
1054301,TX_ab0b0f0a,CUST_91730,2024-10-04 09:56:25.359748+00:00,Healthcare,medical,Local Hospital,28692.81,RUB,web,9,False
1054436,TX_3955db5c,CUST_91730,2024-10-04 09:57:02.391804+00:00,Travel,booking,Booking.com,3547.96,SGD,web,9,False
1055752,TX_61c3d815,CUST_91730,2024-10-04 10:04:32.597957+00:00,Travel,hotels,Sheraton,1971.04,SGD,web,10,False
1055770,TX_6ca35279,CUST_91730,2024-10-04 10:04:40.573301+00:00,Grocery,physical,Kroger,22746.1,RUB,web,10,False
1061204,TX_71032fc8,CUST_91730,2024-10-04 10:39:03.406863+00:00,Grocery,online,Amazon Fresh,891.38,SGD,web,10,False
1061859,TX_0c5dc8ad,CUST_91730,2024-10-04 10:43:01.491584+00:00,Gas,local,Local Gas Station,1099.13,SGD,web,10,False
1062719,TX_2d1745ea,CUST_91730,2024-10-04 10:48:22.454891+00:00,Healthcare,medical,Medical Center,1653.3,SGD,web,10,False
1063062,TX_8e1bd317,CUST_91730,2024-10-04 10:50:30.589882+00:00,Travel,booking,Airbnb,3759.63,SGD,web,10,False
1065620,TX_4bc32d04,CUST_91730,2024-10-04 11:05:01.294003+00:00,Gas,major,Mobil,2379.65,BRL,web,11,False
1067021,TX_6e7b1e18,CUST_91730,2024-10-04 11:12:08.373414+00:00,Grocery,physical,Trader Joe's,385168.23,NGN,web,11,False
1067281,TX_72be8b20,CUST_91730,2024-10-04 11:13:31.015340+00:00,Entertainment,streaming,Netflix,254.68,SGD,web,11,False
1067566,TX_2eb07727,CUST_91730,2024-10-04 11:15:03.394579+00:00,Restaurant,premium,Ruth's Chris,1039.94,SGD,web,11,False
1067747,TX_8b4c09a7,CUST_91730,2024-10-04 11:15:59.568884+00:00,Travel,hotels,Hilton,39215.17,RUB,web,11,False
1068015,TX_fdb17a9c,CUST_91730,2024-10-04 11:17:31.392078+00:00,Restaurant,premium,Nobu,0.15,USD,mobile,11,False
1068920,TX_9c84cd32,CUST_91730,2024-10-04 11:22:19.165670+00:00,Grocery,online,Amazon Fresh,629.86,SGD,web,11,False
1069151,TX_46d088ee,CUST_91730,2024-10-04 11:23:37.521603+00:00,Grocery,physical,Food Lion,571.32,SGD,web,11,False
1074359,TX_3849611f,CUST_91730,2024-10-04 11:50:48.485193+00:00,Education,online,Coursera,1228.0,SGD,web,11,False
1084383,TX_de6bdbc2,CUST_91730,2024-10-04 12:38:17.399286+00:00,Entertainment,streaming,Hulu,2299.28,SGD,web,12,False
1084423,TX_edce294a,CUST_91730,2024-10-04 12:38:26.652286+00:00,Education,online,Udemy,1229.17,SGD,web,12,False
1085155,TX_a95af44d,CUST_91730,2024-10-04 12:41:48.260380+00:00,Retail,online,Amazon,57828.5,RUB,web,12,False
1086855,TX_ca0fa47a,CUST_91730,2024-10-04 12:49:31.187915+00:00,Healthcare,medical,Urgent Care,660.33,SGD,web,12,False
1087197,TX_362d4d0b,CUST_91730,2024-10-04 12:51:08.378341+00:00,Travel,transport,Careem,17028.69,RUB,pos,12,False
1090862,TX_54f5811c,CUST_91730,2024-10-04 13:09:00.439625+00:00,Retail,online,eBay,1414.08,SGD,web,13,False
1093549,TX_0a36674a,CUST_91730,2024-10-04 13:23:05.400057+00:00,Grocery,physical,Trader Joe's,2653.15,SGD,web,13,False
1094398,TX_2a56ba0c,CUST_91730,2024-10-04 13:27:37.671084+00:00,Entertainment,events,StubHub,2562.72,SGD,web,13,False
1096323,TX_dc1a4867,CUST_91730,2024-10-04 13:37:42.553109+00:00,Restaurant,fast_food,KFC,77.93,GBP,web,13,False
1096931,TX_1bc4600c,CUST_91730,2024-10-04 13:40:52.054325+00:00,Healthcare,medical,Medical Center,627.56,AUD,web,13,False
1097099,TX_5fef3cc1,CUST_91730,2024-10-04 13:41:42.670847+00:00,Restaurant,premium,Capital Grille,33277.77,RUB,web,13,False
1097852,TX_634fb4e7,CUST_91730,2024-10-04 13:45:30.491392+00:00,Entertainment,gaming,Xbox Live,420.2,SGD,web,13,False
1098922,TX_3c969ce0,CUST_91730,2024-10-04 13:51:11.469695+00:00,Education,online,edX,30546.78,RUB,web,13,False
1101505,TX_2f416376,CUST_91730,2024-10-04 14:05:48.648140+00:00,Retail,physical,Macy's,2147.37,SGD,web,14,False
1102562,TX_3bfc6447,CUST_91730,2024-10-04 14:12:15.372928+00:00,Entertainment,streaming,Hulu,515.12,SGD,web,14,False
1104673,TX_f9343c8d,CUST_91730,2024-10-04 14:24:48.518183+00:00,Travel,booking,Booking.com,3354.29,SGD,web,14,False
1105279,TX_602aae18,CUST_91730,2024-10-04 14:28:33.354334+00:00,Healthcare,medical,Medical Center,9987.31,MXN,web,14,False
1107584,TX_aeb0b88a,CUST_91730,2024-10-04 14:42:45.142284+00:00,Grocery,physical,Whole Foods,44319.75,JPY,mobile,14,False
1108205,TX_7f11f2b0,CUST_91730,2024-10-04 14:46:41.590506+00:00,Entertainment,events,AMC Theaters,2495.21,SGD,web,14,False
1112628,TX_6de331a0,CUST_91730,2024-10-04 15:14:07.464187+00:00,Restaurant,premium,Capital Grille,409.88,EUR,web,15,False
1113852,TX_89897643,CUST_91730,2024-10-04 15:21:50.671890+00:00,Travel,hotels,Westin,2335.09,SGD,web,15,False
1114413,TX_546ce0cd,CUST_91730,2024-10-04 15:25:13.520828+00:00,Entertainment,gaming,Steam,1725.0,SGD,web,15,False
1117941,TX_49ad7185,CUST_91730,2024-10-04 15:47:02.457168+00:00,Education,supplies,Chegg,9424.29,MXN,web,15,False
1120066,TX_46994093,CUST_91730,2024-10-04 15:59:50.644517+00:00,Retail,online,Newegg,2719.81,SGD,web,15,False
1120642,TX_323d93b2,CUST_91730,2024-10-04 16:03:11.564472+00:00,Entertainment,events,Regal Cinemas,1447.32,GBP,web,16,False
1121555,TX_6385b052,CUST_91730,2024-10-04 16:07:48.611318+00:00,Restaurant,premium,Capital Grille,37458.56,MXN,web,16,False
1122160,TX_5f32f3f7,CUST_91730,2024-10-04 16:10:56.447240+00:00,Retail,physical,Nike Store,33849.95,RUB,web,16,False
1123063,TX_b2ed86b5,CUST_91730,2024-10-04 16:15:32.478781+00:00,Healthcare,pharmacy,CVS Pharmacy,32093.11,RUB,web,16,False
1124551,TX_db1461ba,CUST_91730,2024-10-04 16:23:26.285247+00:00,Retail,physical,Best Buy,154496.65,RUB,pos,16,False
1125480,TX_92154fcf,CUST_91730,2024-10-04 16:28:22.413241+00:00,Healthcare,pharmacy,Walgreens,1672.28,SGD,web,16,False
1128073,TX_45528b28,CUST_91730,2024-10-04 16:41:57.292268+00:00,Travel,hotels,Hilton,6725.09,SGD,pos,16,False
1128835,TX_8a6761f2,CUST_91730,2024-10-04 16:45:48.495492+00:00,Restaurant,premium,Morton's,1681.1,SGD,web,16,False
1130804,TX_27975de7,CUST_91730,2024-10-04 16:56:16.093073+00:00,Gas,local,Highway Gas Stop,2404.56,BRL,web,16,False
1131677,TX_1b5ed63d,CUST_91730,2024-10-04 17:00:50.839362+00:00,Retail,online,eBay,52072.47,RUB,web,17,False
1133370,TX_2223e530,CUST_91730,2024-10-04 17:08:28.391823+00:00,Travel,airlines,United Airlines,2729.41,SGD,web,17,False
1138202,TX_55a8242f,CUST_91730,2024-10-04 17:30:35.569993+00:00,Travel,airlines,Emirates,42750.18,RUB,web,17,False
1140306,TX_f5ba73d9,CUST_91730,2024-10-04 17:40:14.398610+00:00,Travel,hotels,Hilton,50690.94,MXN,web,17,False
1142824,TX_8c91dfee,CUST_91730,2024-10-04 17:51:51.301238+00:00,Retail,physical,Target,33532.87,RUB,web,17,False
